Name,AGE,SOCIAL SECUIRTY,ALLERGIES,Doctor,Chickenpox (Varicella),Diphtheria.,Flu (Influenza),Hepatitis A.,Hepatitis B.,Hib (Haemophilus influenzae type b),HPV (Human Papillomavirus),Measles,Mumps,Shingles
Mrwan,13,220-31-6640,Mold Penicillin,Dr. Burgess,1,1,1,1,1,1,1,1,1,1
Mu'ath,58,560-79-0881,Soy,Dr. Thornton,1,1,0,1,0,1,0,0,0,0
Muaad,39,090-22-8328,,Dr. Love,1,1,0,1,1,1,1,1,1,1
Muaaz,51,973-64-7421,Soy Cow's milk,Dr. Spencer,1,1,0,1,1,1,1,1,1,1
Mueed,2,031-50-7008,Tree Nuts Wheat,Dr. Harmon,1,1,1,1,1,1,1,1,1,1
Muhammad-Ibrahim,53,582-92-3530,Cow's milk Soy,Dr. Thomas,1,1,1,1,1,1,1,1,1,1
Muhammad-Ishaq,5,294-01-6382,Cow's milk Pet Hair Soy,Dr. Patterson,1,1,1,1,1,1,1,1,1,1
Muhammad-Muaz,43,808-27-3519,Latex Mold,Dr. Fuller,1,1,1,1,1,1,1,1,1,1
Muhammed-Zakariya,43,025-46-6592,Cow's milk,Dr. Strickland,1,1,1,1,1,1,1,1,1,1
Muhammedarhum,22,348-53-5113,Dust Mites Mold Tree Nuts,Dr. Love,1,1,1,1,1,1,1,1,1,1
Muhib,47,976-32-6877,Dust Mites,Dr. Crossley,1,1,1,1,1,1,1,1,1,1
Mujahid,37,465-05-9209,Wheat Soy,Dr. Jones,1,1,0,1,1,1,1,1,1,1
Mujtaba,65,573-18-3152,,Dr. Armstrong,1,1,1,1,1,1,1,1,1,1
Mukhtar,28,516-44-4039,Dust Mites Mold,Dr. Kaye,1,1,0,1,1,1,1,1,1,1
Mullen,10,588-62-4020,Cow's milk Wheat,Dr. Thomas,1,1,0,1,1,1,1,1,1,1
Muneer,14,301-26-0724,Latex Cow's milk Pet Hair,Dr. NicholsonDr. Brady,1,1,0,1,1,1,1,1,1,1
Mungo,52,925-93-8853,Mold,Dr. Leonard,1,1,0,1,1,1,1,1,1,1
Muntazir,71,099-02-1968,,Dr. Mejia,1,1,1,1,1,1,1,1,1,1
Murphy,26,197-42-5304,,Dr. Bush,1,1,0,1,0,1,1,1,0,0
Murtadha,5,619-82-6686,Latex Mold Tree Nuts,Dr. Cruz,1,1,0,1,1,1,1,1,1,1
Mustapha,50,009-51-6385,Cow's milk Soy,Dr. Park,1,1,1,1,1,1,1,1,1,1
Muzamil,70,035-09-2923,Pollen Cow's milk Mold,Dr. Pham,1,1,0,1,0,1,1,1,1,0
Mylez,1,746-56-7089,,Dr. NicholsonDr. Brady,1,1,0,1,1,1,1,1,1,1
Nade,67,581-53-8585,Pollen Cow's milk,Dr. Burns,1,1,1,1,1,1,1,1,1,1
Nadir,68,691-63-0234,Dust Mites Cow's milk,Dr. Carlson,1,1,1,1,1,1,1,1,1,1
Naeem,78,036-36-9047,Pet Hair,Dr. Mcdonald,1,1,0,1,1,1,1,1,1,1
Naill,44,981-52-5229,Wheat Tree Nuts Mold,Dr. Herbert,1,1,0,1,0,1,1,1,1,0
Naithan,18,792-76-8265,,Dr. Mcdonald,1,1,1,1,1,1,1,1,1,1
Najjibu,44,915-72-9582,Cow's milk Pollen,Dr. Foster,1,1,0,1,1,1,1,1,1,1
Nakeal,5,454-73-8597,Soy,Dr. Cruz,1,1,1,1,1,1,1,1,1,1
Nathan-James,71,649-81-8076,Penicillin Tree Nuts,Dr. Alvarado,1,1,1,1,1,1,1,1,1,1
Naythan,18,230-83-5730,,Dr. Mcdonald,1,1,0,1,1,1,1,1,1,1
Neal,55,844-61-9052,,Dr. Figueroa,1,1,0,1,1,1,1,1,1,1
Nebi,69,233-58-3198,Dust Mites Tree Nuts Cow's milk,Dr. Garrett,1,1,0,1,1,1,1,1,1,1
Neelesh,28,160-33-5566,Dust Mites Penicillin Wheat,Dr. Waters,1,1,0,1,1,1,1,1,1,1
Neeraj,54,790-75-1209,,Dr. Hunt,1,1,0,1,0,1,1,1,1,0
Neeson,39,067-08-9155,Soy,Dr. Abbott,1,1,0,1,1,1,1,1,1,1
Neiko,28,829-34-2226,Cow's milk,Dr. Mckenna,1,1,1,1,1,1,1,1,1,1
Neithan,40,324-51-5536,,Dr. Garcia,1,1,1,1,1,1,1,1,1,1
Nelwyn,22,353-77-6942,Cow's milk Wheat,Dr. Carrillo,1,1,1,1,1,1,1,1,1,1
Neon,54,667-94-1402,,Dr. Dean,1,1,0,1,0,1,1,1,1,0
Nevan,74,822-77-8335,Cow's milk Latex Tree Nuts,Dr. Allen,1,1,1,1,1,1,1,1,1,1
Ngai,69,079-46-3873,Soy,Dr. Pham,1,1,1,1,1,1,1,1,1,1
Nicco,27,639-30-6748,Fish and shellfish Pollen,Dr. Stanley,1,1,1,1,1,1,1,1,1,1
Nick,35,980-32-5317,,Dr. Rossi,1,1,1,1,1,1,1,1,1,1
Nicky,33,862-72-8573,,Dr. Rossi,1,1,0,1,1,1,1,1,1,1
Nika,71,947-83-7434,Cow's milk,Dr. Abbott,1,1,0,1,1,1,1,1,1,1
Nikhil,73,841-12-0867,Pet Hair,Dr. Gibson,1,1,0,1,1,1,1,1,1,1
Nikolaos,50,485-85-2303,,Dr. Nichols,1,1,1,1,1,1,1,1,1,1
Niks,63,223-58-5543,Latex,Dr. Mejia,1,1,0,1,1,1,1,1,1,1
Nikson,28,840-99-4301,Cow's milk Penicillin Latex,Dr. Stanley,1,1,1,1,1,1,1,1,1,1
Nile,7,615-49-0073,Soy Mold Dust Mites,Dr. Thomas,1,1,1,1,1,1,1,1,1,1
Nils,42,539-39-4788,,Dr. Joyce,1,1,1,1,1,1,1,1,1,1
Ninian,19,420-99-2409,Pollen Soy Mold,Dr. Stevenson,1,1,0,1,1,1,1,1,1,1
Nino,35,967-00-7590,Latex,Dr. Dean,1,1,1,1,1,1,1,1,1,1
Nischal,66,417-73-5661,Dust Mites,Dr. Joyce,1,1,1,1,1,1,1,1,1,1
Nishan,54,273-06-5347,,Dr. Brown,1,1,1,1,1,1,1,1,1,1
Niven,41,809-72-4571,,Dr. Pham,1,1,0,1,0,1,1,1,0,0
Noa,43,600-29-9636,Mold Pollen Tree Nuts,Dr. Palmer,1,1,0,1,1,1,1,1,1,1
Noaah,2,738-15-4593,Tree Nuts Pollen Mold,Dr. Jimenez,1,1,1,1,1,1,1,1,1,1
Noe,32,578-64-2041,Mold Fish and shellfish,Dr. Bailey,1,1,1,1,1,1,1,1,1,1
Nsikakinamabasi,75,633-06-0224,Soy Tree Nuts,Dr. Sims,1,1,1,1,1,1,1,1,1,1
Nuha,29,098-53-3365,,Dr. Black,1,1,0,1,1,1,1,1,1,1
Nyall,1,965-42-4250,Fish and shellfish Mold,Dr. Osborne,1,1,0,1,0,0,0,0,0,0
Nyran,31,782-23-2373,Wheat Mold,Dr. Osborne,1,1,0,1,1,1,1,1,1,1
Oakley,10,134-65-8838,,Dr. Burgess,1,1,1,1,1,1,1,1,1,1
Obie,50,061-34-5032,,Dr. Myers,1,1,0,1,1,1,1,1,1,1
Oche,80,056-05-7785,Wheat Pet Hair,Dr. Herbert,1,1,1,1,1,1,1,1,1,1
Ochriel,70,174-57-4654,Fish and shellfish Dust Mites,Dr. Wise,1,1,1,1,1,1,1,1,1,1
Odafeoghene,28,902-99-7009,Latex Soy Dust Mites,Dr. Jimenez,1,1,1,1,1,1,1,1,1,1
Ofodire,56,669-89-1420,Wheat Fish and shellfish,Dr. Harmon,1,1,0,1,0,1,1,1,0,0
Ohian,7,454-28-9633,,Dr. Figueroa,1,1,1,1,1,1,1,1,1,1
Ohli,4,307-91-2870,Pollen Dust Mites Cow's milk,Dr. Peterson,1,1,1,1,1,1,1,1,1,1
Oistin,15,254-83-5406,Soy Penicillin,Dr. Pham,1,1,1,1,1,1,1,1,1,1
Ojas,62,044-49-9971,,Dr. Stevenson,1,1,1,1,1,1,1,1,1,1
Olamilekan,56,711-14-3707,Latex Pet Hair,Dr. Field,1,1,1,1,1,1,1,1,1,1
Olatomiwa,60,988-55-3891,Dust Mites,Dr. Nichols,1,1,0,1,0,1,1,1,1,0
Olegs,73,696-94-1896,,Dr. uez,1,1,0,1,1,1,1,1,1,1
Olgierd,24,008-93-7142,Penicillin Mold,Dr. Jimenez,1,1,0,1,1,1,1,1,1,1
Oli,1,672-42-6843,Cow's milk Fish and shellfish,Dr. Dean,1,1,1,1,1,1,1,1,1,1
Olie,39,571-92-6597,,Dr. Crossley,1,1,1,1,1,1,1,1,1,1
Olin,23,715-68-2187,,Dr. Finch,1,1,1,1,1,1,1,1,1,1
Olivet,8,997-53-6135,Penicillin Tree Nuts Cow's milk,Dr. Atherton,1,1,1,1,1,1,1,1,1,1
Oliwer,39,317-93-9041,Pollen,Dr. Field,1,1,0,1,1,1,1,1,1,1
Olley,49,838-27-7401,Pet Hair,Dr. Boyd,1,1,1,1,1,1,1,1,1,1
Olly-Jude,28,923-79-4771,Pollen,Dr. Garcia,1,1,0,1,1,1,1,1,1,1
Ollyver,44,859-38-2156,,Dr. Sims,1,1,0,1,0,1,1,1,1,0
Olufolayemi,11,709-57-7557,,Dr. Mejia,1,1,0,1,1,1,1,1,1,1
Oluwafifunmi,10,943-69-9846,Pet Hair Pollen,Dr. Rossi,1,1,0,1,1,1,1,1,1,1
Oluwamayomikun,18,348-03-8146,Tree Nuts,Dr. Elliott,1,1,0,1,0,1,1,1,1,0
Oluwasemilore,74,236-84-9159,Fish and shellfish,Dr. NicholsonDr. Brady,1,1,1,1,1,1,1,1,1,1
Oluwaseun,15,683-80-4487,,Dr. Mohamed,1,1,0,1,1,1,1,1,1,1
Oluwatamilore,66,089-29-7675,,Dr. Rossi,1,1,1,1,1,1,1,1,1,1
Oluwatimilehin,14,313-57-6685,Latex Cow's milk Pet Hair,Dr. Palmer,1,1,0,1,1,1,1,1,1,1
Oluwatobiloba,12,473-41-3208,Dust Mites,Dr. Elliott,1,1,1,1,1,1,1,1,1,1
Oluwatosato,26,830-34-5232,,Dr. Atherton,1,1,0,1,1,1,1,1,1,1
Oluwatoyosi,61,375-08-4824,Mold Penicillin,Dr. Jimenez,1,1,1,1,1,1,1,1,1,1
Oluyemi,24,429-61-0708,Dust Mites,Dr. Field,1,1,0,1,1,1,1,1,1,1
Om,45,184-49-2829,Wheat,Dr. Mohamed,1,1,1,1,1,1,1,1,1,1
Omer,53,662-91-9547,Cow's milk Latex Wheat,Dr. Mejia,1,1,1,1,1,1,1,1,1,1
Omkar,56,037-85-7306,Soy Latex Pet Hair,Dr. Stevenson,1,1,1,1,1,1,1,1,1,1
On,7,146-69-3667,Soy Mold Wheat,Dr. Burns,1,1,0,1,1,1,1,1,1,1
Ondrej,35,527-10-7830,Wheat Soy,Dr. Reed,1,1,1,1,1,1,1,1,1,1
Onic,25,352-14-6964,Mold Wheat Pet Hair,Dr. Burns,1,1,1,1,1,1,1,1,1,1
Orandy,44,274-43-2634,Penicillin Cow's milk,Dr. Garcia,1,1,0,1,1,1,1,1,1,1
Oreoluwa,6,298-07-3747,Dust Mites,Dr. Alvarado,1,1,0,1,1,1,1,1,1,1
Orfukondu,22,686-03-5397,Tree Nuts Pet Hair Wheat,Dr. Palmer,1,1,0,1,0,1,1,1,1,0
Orin,65,028-51-9077,Fish and shellfish Pet Hair,Dr. Nichols,1,1,0,1,0,1,1,0,0,0
Orlando,48,337-27-5019,Tree Nuts Latex Penicillin,Dr. Dean,1,1,1,1,1,1,1,1,1,1
Orrie,56,453-71-3096,Soy,Dr. O'Connor,1,1,1,1,1,1,1,1,1,1
Orson,72,543-24-7350,,Dr. Cunningham,1,1,1,1,1,1,1,1,1,1
Osama,29,244-06-4132,Pet Hair Wheat Mold,Dr. Reed,1,1,1,1,1,1,1,1,1,1
Osca,4,423-20-2946,,Dr. Gibson,1,1,1,1,1,1,1,1,1,1
Oseze,56,470-26-5896,Tree Nuts Dust Mites Fish and shellfish,Dr. Field,1,1,1,1,1,1,1,1,1,1
Osgar,54,534-45-1521,,Dr. Nichols,1,1,0,1,1,1,1,1,1,1
Osmond,8,967-91-0160,Mold Wheat,Dr. Wood,1,1,1,1,1,1,1,1,1,1
Ostin,42,886-38-0333,,Dr. Harmon,1,1,1,1,1,1,1,1,1,1
Othello,65,315-87-1102,Tree Nuts Latex,Dr. Joyce,1,1,0,1,1,1,1,1,1,1
Otto,52,498-92-0537,Fish and shellfish Wheat Pollen,Dr. Garrett,1,1,1,1,1,1,1,1,1,1
Owain,49,611-90-3562,,Dr. Spencer,1,1,0,1,1,1,1,1,1,1
Owen-Clay,61,593-12-9963,Dust Mites,Dr. Garrett,1,1,1,1,1,1,1,1,1,1
Owen-James,50,372-60-2134,Dust Mites Wheat Soy,Dr. Barnett,1,1,0,1,1,1,1,1,1,1
Ozan,34,058-40-8240,Pet Hair,Dr. Spencer,1,1,1,1,1,1,1,1,1,1
Ozzi,48,545-34-5077,Cow's milk Penicillin Pollen,Dr. Barnett,1,1,1,1,1,1,1,1,1,1
Paa,36,646-19-9846,Penicillin Latex Dust Mites,Dr. Abbott,1,1,0,1,1,1,1,1,1,1
Paarmik,13,776-18-6525,,Dr. Stevenson,1,1,1,1,1,1,1,1,1,1
Pablo,57,380-04-3488,,Dr. Cruz,1,1,0,1,1,1,1,1,1,1
Pahulveer,35,524-66-9528,Cow's milk Latex Pollen,Dr. uez,1,1,1,1,1,1,1,1,1,1
Panashe,23,562-73-4149,Tree Nuts,Dr. Alexander,1,1,0,1,1,1,1,1,1,1
Paolo,19,815-84-8677,Mold,Dr. Peters,1,1,1,1,1,1,1,1,1,1
Param,77,804-16-0929,Pet Hair Fish and shellfish Penicillin,Dr. Cook,1,1,0,1,1,1,1,1,1,1
Parker,22,088-71-9231,,Dr. Vas,1,1,1,1,1,1,1,1,1,1
Parth,28,113-12-4924,Cow's milk,Dr. Osborne,1,1,1,1,1,1,1,1,1,1
Pasha,73,064-56-1111,Tree Nuts,Dr. Barrett,1,1,1,1,1,1,1,1,1,1
Pat,36,587-43-5961,Fish and shellfish,Dr. Burgess,1,1,1,1,1,1,1,1,1,1
Pattin,64,312-15-1786,Dust Mites Penicillin,Dr. Elliott,1,1,1,1,1,1,1,1,1,1
Paul-Junior,23,643-10-8975,Mold,Dr. Rossi,1,1,0,1,1,1,1,1,1,1
Paul-Michael,54,408-39-7787,Latex Dust Mites Pet Hair,Dr. Cruz,1,1,1,1,1,1,1,1,1,1
Paula,42,938-55-8215,Penicillin Pet Hair Wheat,Dr. Hunt,1,1,0,1,1,1,1,1,1,1
Paulius,37,768-55-2555,Mold Tree Nuts,Dr. Thompson,1,1,1,1,1,1,1,1,1,1
Pavan,40,073-48-9338,Pollen Fish and shellfish Pet Hair,Dr. Gibson,1,1,0,1,1,1,1,1,1,1
Pavel,70,595-31-1510,,Dr. Juarez,1,1,0,1,1,1,1,1,1,1
Peadar,80,809-19-8531,Tree Nuts Soy Wheat,Dr. Pham,1,1,1,1,1,1,1,1,1,1
Percy,20,152-37-8891,Wheat Cow's milk Fish and shellfish,Dr. Kaye,1,1,1,1,1,1,1,1,1,1
Peter-James,26,162-41-4900,Penicillin Dust Mites,Dr. O'Connor,1,1,1,1,1,1,1,1,1,1
Petr,16,807-39-9768,Cow's milk Pollen,Dr. Osborne,1,1,1,1,1,1,1,1,1,1
Peytros,71,724-71-2018,Pet Hair Tree Nuts,Dr. Field,1,1,0,1,1,1,1,1,1,1
Phil,60,977-98-6084,,Dr. Thornton,1,1,0,1,1,1,1,1,1,1
Philippe,24,107-90-7019,Latex Tree Nuts Penicillin,Dr. Barrett,1,1,1,1,1,1,1,1,1,1
Phindamandla,7,412-80-3607,Penicillin Wheat Latex,Dr. Vas,1,1,1,1,1,1,1,1,1,1
Piers,61,867-30-5544,Dust Mites Wheat Soy,Dr. Kaye,1,1,0,1,1,1,1,1,1,1
Pieters,66,876-72-8470,Dust Mites Pet Hair Penicillin,Dr. Mejia,1,1,1,1,1,1,1,1,1,1
Pj,74,998-14-8853,Wheat,Dr. Barrett,1,1,1,1,1,1,1,1,1,1
Plamen,13,487-09-2205,Cow's milk Mold,Dr. Alexander,1,1,0,1,1,1,1,1,1,1
Prabhjeet,22,478-39-0244,Wheat Fish and shellfish,Dr. Burns,1,1,0,1,1,1,1,1,1,1
Prakhar,71,938-83-6000,Pollen,Dr. Park,1,1,1,1,1,1,1,1,1,1
Prannav,72,981-44-5547,Wheat,Dr. Sherman,1,1,0,1,0,1,1,1,1,0
Premo,27,544-55-3262,Wheat Fish and shellfish,Dr. Boyd,1,1,1,1,1,1,1,1,1,1
Prince,48,114-50-1535,Latex Cow's milk Fish and shellfish,Dr. Mckenna,1,1,0,1,1,1,1,1,1,1
Prosper,79,996-01-5554,Wheat Cow's milk,Dr. Fletcher,1,1,1,1,1,1,1,1,1,1
Przemyslaw,74,772-37-2677,,Dr. Taylor,1,1,1,1,1,1,1,1,1,1
Punnoose,4,842-89-1480,,Dr. Mohamed,1,1,1,1,1,1,1,1,1,1
Qays,25,893-79-3650,Dust Mites Penicillin,Dr. NicholsonDr. Brady,1,1,0,1,1,1,1,1,1,1
Quin,53,860-98-3042,Cow's milk Latex,Dr. Barrett,1,1,0,1,1,1,1,1,1,1
Quincy,69,597-83-1581,Cow's milk,Dr. Wilkins,1,1,0,1,1,1,1,1,1,1
Quinnlan,1,226-11-2222,Latex,Dr. Foster,1,1,0,1,1,1,1,1,1,1
Quinton,78,945-92-7941,Latex,Dr. Fuller,1,1,1,1,1,1,1,1,1,1
Raahil,22,686-13-4129,Dust Mites Latex Tree Nuts,Dr. Sherman,1,1,0,1,1,1,1,1,1,1
Raahim,0,295-41-8776,Cow's milk,Dr. Wilkins,1,1,0,1,1,1,1,1,1,1
Rachata,65,174-06-6569,Wheat Soy,Dr. Fletcher,1,1,0,1,1,1,1,1,1,1
Radek,53,525-34-8690,Pet Hair Pollen,Dr. Mckenna,1,1,0,1,1,1,1,1,1,1
Radko,28,474-90-2269,,Dr. Leonard,1,1,0,1,1,1,1,1,1,1
Radleigh,78,254-87-6090,,Dr. Herbert,1,1,0,1,1,1,1,1,1,1
Radovan,71,910-30-7063,Wheat,Dr. Hamilton,1,1,1,1,1,1,1,1,1,1
Radwan,46,558-72-3419,Tree Nuts,Dr. Keller,1,1,0,1,0,1,1,0,0,0
Rae,12,705-55-2405,Mold Fish and shellfish Wheat,Dr. Armstrong,1,1,1,1,1,1,1,1,1,1
Rafal,50,394-54-9213,Fish and shellfish,Dr. Garcia,1,1,1,1,1,1,1,1,1,1
Raffat,51,600-21-8369,Cow's milk Penicillin Dust Mites,Dr. Field,1,1,0,1,0,1,1,1,1,0
Rafferty,54,374-62-3213,,Dr. Joyce,1,1,1,1,1,1,1,1,1,1
Rahab,14,172-45-4033,Penicillin,Dr. Cunningham,1,1,0,1,1,1,1,1,1,1
Rahib,61,159-20-5890,Soy Pollen,Dr. Figueroa,1,1,1,1,1,1,1,1,1,1
Rahman,3,329-82-0023,Penicillin Soy Tree Nuts,Dr. Joyce,1,1,0,1,0,1,1,1,0,0
Rai,75,117-06-9917,Soy,Dr. Dean,1,1,1,1,1,1,1,1,1,1
Raif,33,822-21-1660,Cow's milk Mold,Dr. Keller,1,1,1,1,1,1,1,1,1,1
Raih,10,078-35-1624,,Dr. Burgess,1,1,1,1,1,1,1,1,1,1
Raihan,68,834-96-0785,Pet Hair Soy Dust Mites,Dr. Barnett,1,1,0,1,1,1,1,1,1,1
Rajj,1,871-50-4975,Tree Nuts Soy Dust Mites,Dr. Romero,1,1,1,1,1,1,1,1,1,1
Rajvir,18,906-23-6938,Mold Latex Dust Mites,Dr. Black,1,1,1,1,1,1,1,1,1,1
Ralfs,26,180-33-5575,Fish and shellfish Penicillin,Dr. Herbert,1,1,0,1,1,1,1,1,1,1
Rana,21,141-60-6778,Cow's milk Tree Nuts Fish and shellfish,Dr. Carey,1,1,0,1,1,1,1,1,1,1
Rand,2,794-57-4447,Cow's milk Penicillin,Dr. Barnett,1,1,0,1,0,1,1,1,1,0
Ranulph,73,051-57-0500,Latex Penicillin,Dr. Reynolds,1,1,0,1,1,1,1,1,1,1
Ranveer,37,377-50-7842,,Dr. Taylor,1,1,1,1,1,1,1,1,1,1
Raqayim,14,776-38-5243,,Dr. Barrett,1,1,1,1,1,1,1,1,1,1
Rares,40,312-49-5179,,Dr. Wise,1,1,0,1,0,1,0,0,0,0
Rasmie,46,044-73-0443,Dust Mites Wheat Soy,Dr. NicholsonDr. Brady,1,1,1,1,1,1,1,1,1,1
Rastislav,14,130-95-6535,,Dr. Reed,1,1,1,1,1,1,1,1,1,1
Ravindran,58,807-79-1119,Tree Nuts,Dr. Watson,1,1,0,1,1,1,1,1,1,1
Rayhaan,21,183-93-6169,Mold Wheat,Dr. Crossley,1,1,1,1,1,1,1,1,1,1
Rayhane,70,751-20-2029,,Dr. Hunt,1,1,0,1,1,1,1,1,1,1
Raymie,70,270-93-1460,Fish and shellfish Tree Nuts,Dr. Gibson,1,1,0,1,0,1,1,0,0,0
Raza,47,575-15-1648,Pet Hair Mold Penicillin,Dr. Patterson,1,1,0,1,1,1,1,1,1,1
Reda,41,756-97-9264,Tree Nuts Soy Cow's milk,Dr. Mckenna,1,1,1,1,1,1,1,1,1,1
Reeve,54,401-58-1014,,Dr. Love,1,1,0,1,1,1,1,1,1,1
Reggie,37,453-97-8255,Wheat Pollen,Dr. Brown,1,1,1,1,1,1,1,1,1,1
Regie,80,907-72-1201,Wheat,Dr. Burgess,1,1,1,1,1,1,1,1,1,1
Reginald,38,890-42-4719,Tree Nuts Penicillin Soy,Dr. Patterson,1,1,0,1,1,1,1,1,1,1
Rehman,2,398-79-4415,Cow's milk,Dr. Spencer,1,1,0,1,0,1,1,1,1,0
Reid,26,409-87-9578,Fish and shellfish,Dr. Burns,1,1,1,1,1,1,1,1,1,1
Reife,8,991-77-8032,Pet Hair Dust Mites Cow's milk,Dr. uez,1,1,1,1,1,1,1,1,1,1
Reiff,79,220-13-8484,,Dr. Khan,1,1,1,1,1,1,1,1,1,1
Reiley,66,045-82-9735,Fish and shellfish Dust Mites,Dr. Nichols,1,1,1,1,1,1,1,1,1,1
Reilley,49,823-82-2115,Fish and shellfish,Dr. Carey,1,1,1,1,1,1,1,1,1,1
Reimer,33,848-62-1790,Mold,Dr. Boyd,1,1,1,1,1,1,1,1,1,1
Rennie,27,734-57-1812,,Dr. Bailey,1,1,1,1,1,1,1,1,1,1
Reno,30,034-27-7042,Pollen Mold,Dr. Park,1,1,0,1,1,1,1,1,1,1
Renz,24,491-78-9236,Fish and shellfish,Dr. Graham,1,1,1,1,1,1,1,1,1,1
Renzo,0,412-04-3451,,Dr. Myers,1,1,0,1,1,1,1,1,1,1
Ressan,62,401-02-3804,Fish and shellfish,Dr. Abbott,1,1,0,1,0,1,1,1,1,0
Reuven,76,480-81-4228,Tree Nuts Mold,Dr. Strickland,1,1,1,1,1,1,1,1,1,1
Rewon,52,870-91-5323,Wheat Tree Nuts,Dr. Hamilton,1,1,1,1,1,1,1,1,1,1
Rhoan,40,391-56-7940,Latex,Dr. Cruz,1,1,1,1,1,1,1,1,1,1
Rhodi,27,927-61-9768,,Dr. Black,1,1,1,1,1,1,1,1,1,1
Rhori,75,176-29-8610,Fish and shellfish Wheat,Dr. Rossi,1,1,1,1,1,1,1,1,1,1
Rhuairdh,48,610-56-8966,Latex,Dr. Jones,1,1,0,1,0,1,1,1,0,0
Rhuan,47,995-71-7138,Fish and shellfish Penicillin Tree Nuts,Dr. Burgess,1,1,0,1,1,1,1,1,1,1
Rhuaridh,52,038-59-4433,Pet Hair Cow's milk Latex,Dr. Burgess,1,1,1,1,1,1,1,1,1,1
Rhudi,48,679-89-4715,Cow's milk,Dr. Moran,1,1,1,1,1,1,1,1,1,1
Rhuri,75,046-28-8813,,Dr. Bush,1,1,0,1,0,1,1,1,0,0
Rhylan,4,157-89-9568,Cow's milk,Dr. Jimenez,1,1,0,1,1,1,1,1,1,1
Rhylee,32,775-07-1577,,Dr. Cook,1,1,0,1,0,1,1,1,0,0
Rhyleigh,56,047-22-7565,Fish and shellfish Soy Dust Mites,Dr. Khan,1,1,1,1,1,1,1,1,1,1
Riccardo,25,417-20-4179,Soy,Dr. Myers,1,1,0,1,1,1,1,1,1,1
Ricki,13,241-31-7394,Penicillin,Dr. Spencer,1,1,0,1,1,1,1,1,1,1
Ridoy,9,381-85-7407,,Dr. Hunt,1,1,1,1,1,1,1,1,1,1
Rielly,44,912-64-5430,Cow's milk,Dr. Stanley,1,1,1,1,1,1,1,1,1,1
Rikijs,43,452-41-8881,,Dr. Mann,1,1,0,1,0,1,1,1,0,0
Riley-Boy,68,448-55-9657,Pet Hair Soy Penicillin,Dr. Wallace,1,1,0,1,1,1,1,1,1,1
Riley-Joshua,27,841-91-5796,,Dr. Park,1,1,0,1,1,1,1,1,1,1
Rino,59,786-12-3850,Mold,Dr. Cook,1,1,1,1,1,1,1,1,1,1
Rio-James,10,906-16-3264,Mold,Dr. Parsons,1,1,1,1,1,1,1,1,1,1
Rion,69,857-49-7442,Dust Mites,Dr. Hawkins,1,1,1,1,1,1,1,1,1,1
Riordan,33,109-56-2291,,Dr. Thomas,1,1,0,1,0,1,1,1,1,0
Ripley,27,956-66-2905,Mold Latex,Dr. Finch,1,1,1,1,1,1,1,1,1,1
Rithik,31,610-26-1463,Wheat Cow's milk Dust Mites,Dr. Foster,1,1,1,1,1,1,1,1,1,1
River,3,788-25-7379,Mold Latex,Dr. Barrett,1,1,0,0,0,0,0,0,0,0
Roane,41,059-38-2873,,Dr. Terry,1,1,0,1,1,1,1,1,1,1
Roary,37,112-52-9004,Wheat Cow's milk Fish and shellfish,Dr. Hunt,1,1,1,1,1,1,1,1,1,1
Robby,18,591-72-7757,Pet Hair,Dr. Vas,1,1,1,1,1,1,1,1,1,1
Robert-Jay,23,145-30-6277,Mold Fish and shellfish,Dr. Rossi,1,1,1,1,1,1,1,1,1,1
Robert-John,28,215-60-0552,Tree Nuts Wheat,Dr. Rossi,1,1,0,1,1,1,1,1,1,1
Roberto,13,303-24-5437,Mold Cow's milk Fish and shellfish,Dr. Mckenna,1,1,0,1,1,1,1,1,1,1
Roch,14,978-74-3957,Dust Mites Fish and shellfish Soy,Dr. Moran,1,1,1,1,1,1,1,1,1,1
Rodaidh,39,799-95-4050,,Dr. NicholsonDr. Brady,1,1,0,1,0,1,1,1,1,0
Rodel,80,899-89-4759,Latex Pollen Soy,Dr. Stevenson,1,1,1,1,1,1,1,1,1,1
Rogen,39,401-77-3352,Wheat,Dr. NicholsonDr. Brady,1,1,0,1,1,1,1,1,1,1
Roger,53,919-44-0824,,Dr. Gardner,1,1,0,1,1,1,1,1,1,1
Rohen,10,102-79-7541,Soy Fish and shellfish Tree Nuts,Dr. Patterson,1,1,1,1,1,1,1,1,1,1
Rohit,21,164-92-1435,Pet Hair,Dr. Foster,1,1,1,1,1,1,1,1,1,1
Rohnan,58,269-86-3995,Fish and shellfish,Dr. Carrillo,1,1,1,1,1,1,1,1,1,1
Roj,24,277-80-4401,Wheat,Dr. Jones,1,1,1,1,1,1,1,1,1,1
Roland,40,773-46-3998,,Dr. Horton,1,1,1,1,1,1,1,1,1,1
Romans,0,423-27-2475,Pet Hair,Dr. Mckenna,1,1,1,1,1,1,1,1,1,1
Ronon,21,993-82-1549,Penicillin Tree Nuts Mold,Dr. Abbott,1,1,0,1,1,1,1,1,1,1
Roosevelt,52,551-21-6786,,Dr. Harmon,1,1,0,1,1,1,1,1,1,1
Roran,54,032-85-7672,Latex,Dr. O'Connor,1,1,1,1,1,1,1,1,1,1
Rosco,29,012-39-6454,,Dr. Love,1,1,0,1,1,1,1,1,1,1
